,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
6656,CHOY09356,CHOY,2009,3.0,Norway,2009-09-06,2009-09-24,0704,1
6657,CHOY09357,CHOY,2009,3.0,New Zealand,2009-09-03,2009-09-24,0930,1
6658,DHA109301,DHA1,2009,3.0,Italy,2009-09-19,2009-10-04,,0
6659,DHA109302,DHA1,2009,3.0,Chile,2009-09-20,2009-10-01,,0
6660,EVER09301,EVER,2009,3.0,Spain,2009-09-05,2009-09-18,,0
6661,EVER09302,EVER,2009,3.0,India,2009-09-02,2009-10-01,,0
6662,EVER09303,EVER,2009,3.0,Japan,2009-08-27,2009-09-24,,0
6663,GAUR09301,GAUR,2009,3.0,Japan,2009-10-22,2009-11-10,,0
6664,HCHI09301,HCHI,2009,3.0,UK,2009-10-12,2009-10-20,,0
6665,HIML09301,HIML,2009,3.0,Netherlands,2009-10-01,2009-10-17,1100,0
6666,HIML09302,HIML,2009,3.0,Spain,2009-09-28,2009-10-01,,0
6667,HIML09303,HIML,2009,3.0,France,2009-10-13,2009-10-19,1430,0
6668,HIML09304,HIML,2009,3.0,Germany,2009-10-17,2009-10-30,1400,0
6669,HIML09305,HIML,2009,3.0,Australia,2009-10-29,2009-11-06,1700,0
6670,HIML09306,HIML,2009,3.0,Japan,2009-09-18,2009-10-14,1010,0
6671,HIML09307,HIML,2009,3.0,UK,2009-10-18,2009-10-27,1200,0
6672,HIML09308,HIML,2009,3.0,UK,2009-10-14,2009-10-22,1330,0
6673,JOBO09301,JOBO,2009,3.0,Switzerland,2009-09-26,2009-10-22,,0
6674,KTUN09401,KTUN,2009,4.0,Japan,2009-12-30,2010-01-04,,0
6675,LANG09301,LANG,2009,3.0,Slovenia,2009-10-08,2009-11-08,,0
6676,LHOT09301,LHOT,2009,3.0,S Korea,2009-09-07,2009-11-05,,0
6677,LOBW09401,LOBW,2009,4.0,UK,2009-12-25,2010-01-04,,0
6678,MANA09301,MANA,2009,3.0,Mexico,2009-09-12,2009-10-03,,0
6679,MANA09302,MANA,2009,3.0,Chile,2009-09-05,2009-09-28,1230,0
6680,MANA09303,MANA,2009,3.0,France,2009-09-26,2009-09-30,,0
6681,MANA09304,MANA,2009,3.0,France,2009-09-17,2009-09-26,,0
6682,MANA09305,MANA,2009,3.0,France,2009-09-16,2009-09-30,0430,0
6683,MANA09306,MANA,2009,3.0,UK,2009-09-11,2009-09-28,0830,1
6684,MANA09307,MANA,2009,3.0,UK,2009-09-11,2009-09-27,1030,1
6685,MANA09308,MANA,2009,3.0,New Zealand,2009-08-31,2009-09-28,0840,1
6686,MANA09309,MANA,2009,3.0,Slovenia,2009-09-29,2009-10-01,,1
6687,MANA09310,MANA,2009,3.0,China,2009-09-12,2009-09-27,0930,1
6688,MANA09311,MANA,2009,3.0,Switzerland,2009-09-09,2009-09-28,1030,0
6689,MANA09312,MANA,2009,3.0,Switzerland,2009-09-09,2009-09-28,1025,0
6690,MANA09313,MANA,2009,3.0,France,2009-09-14,2009-09-17,,0
6691,MERR09301,MERR,2009,3.0,France,2009-10-30,2009-11-03,0800,0
6692,NEMJ09301,NEMJ,2009,3.0,Japan,2009-09-18,2009-10-30,1330,0
6693,NEMJ09302,NEMJ,2009,3.0,France,2009-10-09,2009-10-15,,0
6694,NUPT09301,NUPT,2009,3.0,Russia,2009-11-05,2009-11-12,,0
6695,NUPT09302,NUPT,2009,3.0,UK,2009-11-12,2009-11-15,,0
6696,PASA09301,PASA,2009,3.0,Switzerland,2009-10-08,2009-10-29,1420,0
6697,PETH09301,PETH,2009,3.0,Canada,2009-10-24,2009-10-30,1100,0
6698,POKR09301,POKR,2009,3.0,France,2009-11-12,2009-11-20,,0
6699,PUMO09301,PUMO,2009,3.0,Ukraine,2009-09-30,2009-10-05,,0
6700,PUMO09302,PUMO,2009,3.0,Canada,2009-10-13,2009-10-28,,0
6701,PUMO09303,PUMO,2009,3.0,USA,2009-10-18,2009-10-28,,0
6702,PUMO09304,PUMO,2009,3.0,Germany,2009-10-11,2009-10-16,,0
6703,PUCH09301,PUCH,2009,3.0,Japan,2009-09-27,2009-10-04,,0
6704,PUTH09301,PUTH,2009,3.0,Switzerland,2009-09-15,2009-09-23,1000,0
6705,PUTH09302,PUTH,2009,3.0,Germany,2009-10-06,2009-10-17,1115,0
6706,PUTH09303,PUTH,2009,3.0,France,2009-10-14,2009-10-22,0945,0
6707,PUTH09304,PUTH,2009,3.0,France,2009-10-17,2009-10-25,1200,0
6708,RAMC09301,RAMC,2009,3.0,UK,2009-10-17,2009-11-01,1200,0
6709,RATC09301,RATC,2009,3.0,Switzerland,2009-10-29,2009-11-07,,0
6710,RATC09302,RATC,2009,3.0,France,2009-10-25,2009-11-01,,0
6711,RAKS09301,RAKS,2009,3.0,USA,,,,0
6712,SAMD09301,SAMD,2009,3.0,France,2009-11-01,2009-11-05,,0
6713,SAMD09302,SAMD,2009,3.0,Japan,2009-09-02,2009-09-20,1020,0
6714,TASH09301,TASH,2009,3.0,Japan,2009-09-19,2009-09-23,1130,0
6715,TAWO09301,TAWO,2009,3.0,Japan,2009-11-19,2009-11-28,,0
6716,TAWO09401,TAWO,2009,4.0,USA,2009-01-11,2009-01-16,1400,0
6717,TILI09302,TILI,2009,3.0,France,2009-10-13,2009-10-25,,0
6718,TILI09303,TILI,2009,3.0,Austria,2009-10-22,2009-10-24,,0
6719,TUKU09302,TUKU,2009,3.0,Finland,2009-09-16,2009-09-24,1030,0
6720,TUKU09303,TUKU,2009,3.0,Australia,2009-11-04,2009-11-09,,0
6721,URKM09301,URKM,2009,3.0,USA,,2009-10-28,,0
6722,YAKA09301,YAKA,2009,3.0,Japan,2009-11-03,2009-11-15,1400,0
6723,CHOY09358,CHOY,2009,3.0,China,,2009-09-26,0642,1
6724,PAN109301,PAN1,2009,3.0,Japan,2009-09-02,2009-09-30,,0
6725,EVER08102,EVER,2008,1.0,China,,,,1
6726,AMAD09347,AMAD,2009,3.0,Canada,2009-11-25,2009-11-28,,0
6727,MANA09122,MANA,2009,1.0,Switzerland,2009-04-21,2009-05-14,,0
6728,TKRG10101,TKRG,2010,1.0,USA,2010-03-06,2010-03-12,1430,0
6729,AMPG10101,AMPG,2010,1.0,UK,2010-04-05,,,0
6730,CHOY06382,CHOY,2006,3.0,Taiwan,2006-08-28,2006-10-02,0610,1
6731,KWAN91301,KWAN,1991,3.0,UK,1991-11-13,1991-11-18,,0
6732,ANNS09101,ANNS,2009,1.0,Slovakia,2009-04-10,2009-04-11,1818,0
6733,POKR09201,POKR,2009,2.0,Australia,,,,0
6734,TENR09301,TENR,2009,3.0,Spain,,2009-10-11,,0
6735,MALA09301,MALA,2009,3.0,Poland,2009-10-25,2009-11-02,,0
6736,HIUP09301,HIUP,2009,3.0,S Korea,,2009-09-25,,0
6737,AMAD09348,AMAD,2009,3.0,Germany,2009-10-24,2009-11-03,1100,0
6738,AMAD09349,AMAD,2009,3.0,France,2009-10-25,2009-10-28,0725,0
6739,AMAD08344,AMAD,2008,3.0,Germany,2008-10-27,2008-11-05,1100,0
6740,AMAD10101,AMAD,2010,1.0,Andorra,2010-04-05,2010-04-21,,0
6741,AMAD10102,AMAD,2010,1.0,Kazakhstan,2010-04-20,2010-04-27,1600,0
6742,AMAD10103,AMAD,2010,1.0,Russia,2010-04-04,2010-04-10,1600,0
6743,AMAD10104,AMAD,2010,1.0,Russia,2010-05-03,2010-05-13,,0
6744,AMAD10105,AMAD,2010,1.0,Russia,2010-04-26,2010-05-02,1600,0
6745,AMAD10106,AMAD,2010,1.0,Russia,2010-04-17,2010-04-26,,0
6746,AMAD10107,AMAD,2010,1.0,France,2010-04-29,2010-05-04,,0
6747,AMAD10108,AMAD,2010,1.0,USA,2010-03-21,2010-04-12,,0
6748,AMAD10109,AMAD,2010,1.0,France,2010-04-17,2010-04-27,,0
6749,AMAD10110,AMAD,2010,1.0,Switzerland,2010-04-21,2010-04-26,,0
6750,AMAD10111,AMAD,2010,1.0,France,2010-04-14,2010-04-23,,0
6751,ANN110101,ANN1,2010,1.0,Italy,2010-04-16,2010-04-28,,0
6752,ANN110102,ANN1,2010,1.0,Spain,2010-03-15,2010-04-17,1330,0
6753,ANN110103,ANN1,2010,1.0,USA,2010-04-05,2010-04-21,,0
6754,ANN110104,ANN1,2010,1.0,Spain,2010-03-30,2010-04-27,1600,0
6755,ANN110105,ANN1,2010,1.0,S Korea,2010-04-04,2010-04-27,1500,1
6756,ANN110106,ANN1,2010,1.0,S Korea,2010-03-29,2010-04-12,,0
6757,ANN110107,ANN1,2010,1.0,Iran,2010-04-09,2010-04-13,,0
6758,ANN110108,ANN1,2010,1.0,Poland,2010-04-10,2010-04-17,1330,1
6759,ANN110109,ANN1,2010,1.0,Ecuador,2010-04-16,2010-04-25,,0
6760,ANN310101,ANN3,2010,1.0,UK,,,,0
6761,APIM10101,APIM,2010,1.0,Switzerland,2010-04-18,2010-05-01,,0
6762,BARU10101,BARU,2010,1.0,USA,2010-04-22,2010-04-25,,0
6763,BHRS10101,BHRS,2010,1.0,France,2010-03-16,2010-03-18,0800,0
6764,BHRS10102,BHRS,2010,1.0,Netherlands,,2010-05-15,1300,0
6765,CHOY09359,CHOY,2009,3.0,Bangladesh,2009-09-14,2009-09-27,0845,1
6766,CHOY10101,CHOY,2010,1.0,Australia,2010-04-11,2010-04-26,,0
6767,CHOY10102,CHOY,2010,1.0,Bulgaria,2010-04-11,2010-04-22,,0
6768,CHOY10103,CHOY,2010,1.0,Canada,2010-04-11,2010-05-06,,0
6769,CHOY10104,CHOY,2010,1.0,Malaysia,2010-04-11,2010-05-03,,0
6770,CHOY10105,CHOY,2010,1.0,Argentina,2010-04-13,2010-04-28,,0
6771,CHOY10106,CHOY,2010,1.0,Austria,2010-04-23,2010-05-04,,0
6772,CHOY10107,CHOY,2010,1.0,Switzerland,2010-04-19,2010-04-30,,0
6773,CHOY10108,CHOY,2010,1.0,Spain,2010-04-17,2010-04-28,,0
6774,CHOY10109,CHOY,2010,1.0,USA,2010-04-13,2010-05-17,0800,1
6775,CHOY10111,CHOY,2010,1.0,Italy,2010-04-25,2010-05-17,,1
6776,CHOY10112,CHOY,2010,1.0,UK,2010-04-30,2010-05-24,0700,1
6777,CHOY10113,CHOY,2010,1.0,S Korea,2010-04-07,2010-04-25,,0
6778,CHOY10114,CHOY,2010,1.0,UK,2010-04-30,2010-05-24,1015,1
6779,CHOY10115,CHOY,2010,1.0,Russia,2010-04-15,2010-05-04,,0
6780,CHOY10110,CHOY,2010,1.0,Spain,2010-04-14,2010-05-22,,0
6781,CHOY10116,CHOY,2010,1.0,Russia,2010-04-15,2010-05-02,,0
6782,CHOY10301,CHOY,2010,3.0,Italy,2010-09-07,2010-09-20,,0
6783,DHA110101,DHA1,2010,1.0,Austria,2010-04-20,2010-04-29,,0
6784,DHA110102,DHA1,2010,1.0,Switzerland,2010-04-21,2010-04-29,,0
6785,DHA110103,DHA1,2010,1.0,France,2010-04-25,2010-04-27,,0
6786,DHA110104,DHA1,2010,1.0,Iran,2010-03-26,2010-04-26,1136,0
6787,DHA110105,DHA1,2010,1.0,China,2010-04-18,2010-05-13,1230,1
6788,GAUG10201,GAUG,2010,2.0,USA,,,,0
6789,HIML10101,HIML,2010,1.0,Peru,2010-04-29,2010-05-02,,0
6790,HIML10102,HIML,2010,1.0,S Korea,2010-04-24,2010-04-30,,0
6791,HIML10103,HIML,2010,1.0,Germany,2010-05-07,2010-05-17,1530,0
6792,KANG10101,KANG,2010,1.0,S Korea,2010-03-24,2010-04-29,1325,1
6793,KOJI10101,KOJI,2010,1.0,Japan,2010-05-15,2010-05-25,1900,0
6794,KYR110101,KYR1,2010,1.0,Japan,2010-03-25,2010-03-31,,0
6795,LHOT10101,LHOT,2010,1.0,USA,2010-04-30,2010-05-07,,0
6796,LHOT10102,LHOT,2010,1.0,Russia,2010-04-10,2010-05-16,1815,1
6797,LHOT10103,LHOT,2010,1.0,USA,2010-03-21,2010-05-15,,1
6798,LHOT10104,LHOT,2010,1.0,Spain,2010-04-23,2010-05-16,,0
6799,LHOT10105,LHOT,2010,1.0,Mexico,2010-05-18,2010-05-23,1100,1
6800,LHOT10106,LHOT,2010,1.0,USA,2010-05-12,2010-05-24,,0
6801,LHOT10107,LHOT,2010,1.0,Canada,2010-04-15,2010-05-23,1030,1
6802,LHOT10108,LHOT,2010,1.0,Argentina,2010-05-06,2010-05-23,0530,0
6803,LHOT10109,LHOT,2010,1.0,Italy,2010-04-07,2010-05-23,1023,1
6804,LHOT10110,LHOT,2010,1.0,Finland,2010-04-05,2010-05-22,,1
6805,LHOT10111,LHOT,2010,1.0,Sweden,,,,0
6806,LHOT10112,LHOT,2010,1.0,Kazakhstan,2010-04-25,2010-05-16,1300,0
6807,LHOT10113,LHOT,2010,1.0,Spain,2010-04-19,2010-05-23,1000,0
6808,LHOT10114,LHOT,2010,1.0,USA,2010-04-11,2010-05-23,1015,1
6809,LHOT10115,LHOT,2010,1.0,Finland,2010-04-08,2010-05-25,,0
6810,LHOT10116,LHOT,2010,1.0,USA,,2010-05-23,0630,1
6811,MAKA10101,MAKA,2010,1.0,USA,2010-04-20,2010-05-07,,0
6812,MAKA10102,MAKA,2010,1.0,Australia,2010-04-20,2010-05-24,1400,1
6813,MAKA10103,MAKA,2010,1.0,France,2010-04-24,2010-05-23,1730,1
6814,MAKA10104,MAKA,2010,1.0,Germany,2010-04-12,2010-05-25,1230,0
6815,MAKA10105,MAKA,2010,1.0,UK,2010-04-04,2010-05-23,,1
6816,MAKA10106,MAKA,2010,1.0,Netherlands,2010-04-16,2010-05-25,1015,1
6817,MAKA10107,MAKA,2010,1.0,USA,2010-04-20,2010-05-07,,0
6818,MAKA10108,MAKA,2010,1.0,USA,2010-04-24,2010-05-23,1800,0
6819,MAKA10109,MAKA,2010,1.0,USA,2010-04-20,2010-05-24,,1
6820,MAKA10110,MAKA,2010,1.0,USA,2010-04-05,2010-05-24,1500,0
6821,MAKA10111,MAKA,2010,1.0,Ukraine,2010-04-07,2010-05-23,1815,0
6822,MANA10101,MANA,2010,1.0,Italy,2010-04-16,2010-05-12,,0
6823,MANA10102,MANA,2010,1.0,New Zealand,2010-04-12,2010-05-12,,0
6824,MANA10103,MANA,2010,1.0,Spain,2010-04-16,2010-04-30,,0
6825,MANA10104,MANA,2010,1.0,Italy,2010-04-09,2010-04-19,,0
6826,MANA10105,MANA,2010,1.0,Spain,2010-04-12,2010-04-24,,0
6827,MANA10106,MANA,2010,1.0,Spain,2010-04-08,2010-05-01,,0
6828,MANA10107,MANA,2010,1.0,Spain,2010-04-09,2010-04-30,,0
6829,MANA10109,MANA,2010,1.0,France,2010-05-04,2010-05-25,1030,0
6830,MANA10110,MANA,2010,1.0,Poland,2010-04-12,2010-05-02,,0
6831,MANA10108,MANA,2010,1.0,S Korea,2010-04-03,2010-04-23,,0
6832,PK0410101,PK04,2010,1.0,Georgia,2010-05-17,2010-05-24,,0
6833,PUMO10101,PUMO,2010,1.0,Slovenia,2010-04-25,2010-05-01,,0
6834,PUMO10102,PUMO,2010,1.0,Finland,2010-04-20,2010-05-08,,0
6835,PUMO10103,PUMO,2010,1.0,Poland,2010-03-20,2010-04-01,,0
6836,PUTH10101,PUTH,2010,1.0,Australia,2010-04-30,2010-05-10,1315,1
6837,ROMA10201,ROMA,2010,2.0,Japan,,,,0
6838,TKRG10102,TKRG,2010,1.0,Poland,2010-04-24,2010-05-05,,0
6839,TILI71301,TILI,1971,3.0,Italy,,,,0
6840,LHOT10117,LHOT,2010,1.0,Italy,2010-04-07,2010-05-16,1130,1
6841,SHNW10101,SHNW,2010,1.0,UK,2010-04-04,,,0
6842,AMAD10301,AMAD,2010,3.0,USA,2010-10-12,2010-10-24,,0
6843,CHAN10301,CHAN,2010,3.0,Japan,2010-09-06,2010-09-27,1140,0
6844,CHOY10302,CHOY,2010,3.0,Canada,2010-09-10,2010-10-01,,0
6845,CHOY10303,CHOY,2010,3.0,France,2010-09-12,2010-10-02,,0
6846,CHOY10304,CHOY,2010,3.0,Italy,2010-09-02,2010-09-25,,0
6847,CHOY10305,CHOY,2010,3.0,Austria,2010-09-10,2010-09-26,,0
6848,CHOY10306,CHOY,2010,3.0,USA,2010-09-09,2010-09-21,,0
6849,CHOY10307,CHOY,2010,3.0,Japan,2010-09-03,2010-09-30,,0
6850,CHOY10308,CHOY,2010,3.0,Nepal,2010-09-06,2010-09-18,,0
6851,CHOY10309,CHOY,2010,3.0,Germany,2010-09-09,2010-10-01,1030,0
6852,CHOY10310,CHOY,2010,3.0,Italy,2010-09-14,2010-09-26,,0
6853,CHOY10311,CHOY,2010,3.0,UK,2010-09-05,2010-09-20,,0
6854,CHOY10312,CHOY,2010,3.0,USA,2010-09-14,2010-09-25,,0
6855,CHOY10313,CHOY,2010,3.0,USA,2010-09-11,2010-09-28,,0
6856,CHOY10314,CHOY,2010,3.0,USA,2010-09-09,2010-09-20,,0
6857,CHOY10315,CHOY,2010,3.0,Argentina,2010-09-09,2010-10-07,1400,0
6858,CHOY10316,CHOY,2010,3.0,Denmark,2010-09-10,2010-10-06,1456,0
6859,CHOY10317,CHOY,2010,3.0,Italy,2010-09-09,2010-10-02,,0
6860,CHOY10318,CHOY,2010,3.0,Germany,2010-09-10,2010-10-02,1115,0
6861,CHOY10319,CHOY,2010,3.0,Hungary,2010-09-10,2010-09-22,,0
6862,CHOY10320,CHOY,2010,3.0,USA,2010-09-05,2010-09-17,,0
6863,CHOY10321,CHOY,2010,3.0,Switzerland,2010-09-09,2010-09-21,,0
6864,CHOY10322,CHOY,2010,3.0,Serbia,2010-09-03,2010-09-14,,0
6865,CHOY10323,CHOY,2010,3.0,Ecuador,2010-09-11,2010-10-06,,0
6866,HIML10302,HIML,2010,3.0,S Korea,2010-10-06,2010-10-19,1600,0
6867,LANG10301,LANG,2010,3.0,Japan,2010-10-13,2010-10-15,,0
6868,MANA10304,MANA,2010,3.0,Italy,2010-09-15,2010-10-06,,0
6869,MANA10301,MANA,2010,3.0,Italy,2010-09-10,2010-09-30,1500,0
6870,MANA10302,MANA,2010,3.0,Canada,2010-09-10,2010-09-30,,0
6871,MANA10303,MANA,2010,3.0,Mexico,2010-09-09,2010-10-01,1430,0
6872,MANA10305,MANA,2010,3.0,Spain,2010-09-14,2010-10-01,1230,0
6873,MANA10306,MANA,2010,3.0,Switzerland,2010-09-09,2010-10-05,1200,0
6874,MANA10307,MANA,2010,3.0,UK,2010-09-08,2010-09-30,1420,1
6875,MANA10308,MANA,2010,3.0,USA,2010-09-19,2010-10-01,1058,1
6876,MANA10309,MANA,2010,3.0,Japan,2010-09-10,2010-10-01,1148,1
6877,PUTH10301,PUTH,2010,3.0,Netherlands,2010-10-09,2010-10-21,,0
6878,SAMD10301,SAMD,2010,3.0,France,2010-09-25,2010-09-25,,0
6879,TASH10301,TASH,2010,3.0,Japan,2010-09-22,2010-09-26,0900,0
6880,TILI10301,TILI,2010,3.0,France,2010-10-07,2010-10-10,,0
6881,MANA10311,MANA,2010,3.0,Spain,2010-09-09,2010-10-01,1245,0
6882,MANA10310,MANA,2010,3.0,Ecuador,2010-10-12,2010-10-14,,0
6883,PUTH10302,PUTH,2010,3.0,Austria,2010-10-01,2010-10-09,,0
6884,ANN110110,ANN1,2010,1.0,Japan,2010-04-19,2010-05-23,,0
6885,LHOT10118,LHOT,2010,1.0,Italy,2010-04-17,2010-05-15,,0
6886,AMAD10302,AMAD,2010,3.0,Spain,2010-10-16,2010-10-23,,0
6887,AMAD10303,AMAD,2010,3.0,Australia,2010-10-18,2010-10-31,,0
6888,BARU10301,BARU,2010,3.0,Switzerland,2010-10-16,2010-10-20,,0
6889,AMAD10304,AMAD,2010,3.0,New Zealand,2010-10-22,2010-11-04,1015,1
6890,ANNS10301,ANNS,2010,3.0,France,2010-09-24,2010-10-08,1100,0
6891,ANN410301,ANN4,2010,3.0,Germany,2010-10-12,2010-10-20,,0
6892,BARU10302,BARU,2010,3.0,USA,2010-10-20,2010-10-23,,0
6893,CHAM10301,CHAM,2010,3.0,Australia,2010-10-13,2010-10-26,,0
6894,CHOY09360,CHOY,2009,3.0,Germany,2009-09-10,2009-09-28,0830,1
6895,MANA10111,MANA,2010,1.0,S Korea,2010-04-03,2010-04-23,,0
6896,AMAD09350,AMAD,2009,3.0,Australia,2009-11-07,2009-11-12,0745,0
6897,AMAD09351,AMAD,2009,3.0,Canada,2009-10-19,2009-10-26,0945,0
6898,ANN110111,ANN1,2010,1.0,Nepal,2010-03-15,2010-04-17,1330,0
6899,CHOY10117,CHOY,2010,1.0,Lithuania,2010-04-20,2010-05-22,1045,0
6900,RIPI55101,RIPI,1955,1.0,UK,,1955-05-18,,0
6901,RIPI05101,RIPI,2005,1.0,Switzerland,2005-04-24,2005-05-07,1612,0
6902,AMAD09352,AMAD,2009,3.0,Spain,,,,0
6903,DANG00101,DANG,2000,1.0,UK,,2000-05-04,,0
6904,GANC93301,GANC,1993,3.0,Spain,,,,0
6905,LEON93301,LEON,1993,3.0,Spain,,,,0
6906,TSIS63101,TSIS,1963,1.0,Japan,1963-04-28,1963-06-03,,0
6907,TSIS63301,TSIS,1963,3.0,Japan,,,,0
6908,CHOP58301,CHOP,1958,3.0,UK,,,,0
6909,AMAD10402,AMAD,2010,4.0,S Korea,2010-12-23,2011-01-04,1630,0
6910,AMAD10331,AMAD,2010,3.0,USA,2010-10-18,2010-11-02,1400,0
6911,AMAD10305,AMAD,2010,3.0,Georgia,2010-09-21,2010-09-26,,0
6912,AMAD10306,AMAD,2010,3.0,Austria,2010-11-03,2010-11-07,1130,0
6913,AMAD10307,AMAD,2010,3.0,UK,2010-10-25,2010-11-06,0930,0
6914,AMAD10308,AMAD,2010,3.0,USA,2010-10-18,2010-11-03,1030,0
6915,AMAD10309,AMAD,2010,3.0,Poland,2010-11-04,2010-11-10,1030,0
6916,AMAD10310,AMAD,2010,3.0,USA,2010-11-19,2010-11-21,1600,0
6917,AMAD10311,AMAD,2010,3.0,Germany,2010-10-13,2010-11-06,,0
6918,AMAD10312,AMAD,2010,3.0,New Zealand,2010-10-29,2010-11-02,1300,0
6919,AMAD10313,AMAD,2010,3.0,France,2010-10-23,2010-10-29,,0
6920,AMAD10314,AMAD,2010,3.0,Iran,2010-11-15,2010-11-21,1440,0
6921,AMAD10315,AMAD,2010,3.0,Spain,2010-11-01,2010-11-08,1330,0
6922,AMAD10316,AMAD,2010,3.0,USA,2010-11-11,2010-11-26,1200,0
6923,AMAD10317,AMAD,2010,3.0,Belgium,2010-11-10,2010-11-18,,0
6924,AMAD10318,AMAD,2010,3.0,Spain,2010-11-06,2010-11-09,1000,0
6925,AMAD10319,AMAD,2010,3.0,USA,2010-10-23,2010-11-03,0930,0
6926,AMAD10320,AMAD,2010,3.0,Israel,2010-11-10,2010-11-16,1445,0
6927,AMAD10321,AMAD,2010,3.0,Norway,2010-10-31,2010-11-11,0930,0
6928,AMAD10322,AMAD,2010,3.0,Italy,2010-11-02,2010-11-06,1400,0
6929,AMAD10323,AMAD,2010,3.0,Spain,2010-09-16,2010-09-20,,0
6930,AMAD10324,AMAD,2010,3.0,New Zealand,2010-10-18,2010-11-02,1500,0
6931,AMAD10325,AMAD,2010,3.0,Spain,2010-10-23,2010-11-03,1230,0
6932,AMAD10326,AMAD,2010,3.0,Switzerland,2010-10-12,2010-10-31,1200,0
6933,AMAD10327,AMAD,2010,3.0,USA,2010-11-08,2010-11-18,,0
6934,AMAD10328,AMAD,2010,3.0,Iran,2010-10-24,2010-11-05,,1
6935,AMAD10329,AMAD,2010,3.0,Mexico,2010-11-10,2010-11-17,0830,0
6936,AMAD10330,AMAD,2010,3.0,Australia,2010-10-18,2010-11-02,,0
6937,AMAD10332,AMAD,2010,3.0,UK,2010-10-16,2010-10-30,,0
6938,AMAD10401,AMAD,2010,4.0,S Korea,2011-01-07,2011-01-19,1550,0
6939,ANN310301,ANN3,2010,3.0,UK,2010-10-07,2010-10-27,,0
6940,BARU10303,BARU,2010,3.0,Italy,2010-10-23,2010-10-28,,0
6941,BARU10304,BARU,2010,3.0,UK,2010-10-25,2010-11-05,0800,0
6942,BARU10305,BARU,2010,3.0,USA,2010-10-26,2010-10-29,1000,0
6943,BARU10306,BARU,2010,3.0,UK,2010-10-14,2010-10-20,,0
6944,BARU10307,BARU,2010,3.0,Canada,2010-10-17,2010-10-23,,0
6945,BARU10308,BARU,2010,3.0,UK,2010-10-23,2010-11-04,1130,0
6946,BARU10309,BARU,2010,3.0,Iran,2010-10-13,2010-10-24,,1
6947,BHRS10301,BHRS,2010,3.0,France,2010-10-29,2010-11-01,,0
6948,CHOY10324,CHOY,2010,3.0,Argentina,2010-09-06,2010-09-15,,0
6949,CHOY10325,CHOY,2010,3.0,Czech Republic,2010-09-06,2010-10-01,,0
6950,CHOY10326,CHOY,2010,3.0,Germany,2010-09-03,2010-09-30,,0
6951,CHOY10327,CHOY,2010,3.0,Italy,2010-09-13,2010-10-02,,0
6952,CHOY10328,CHOY,2010,3.0,New Zealand,2010-09-05,2010-09-19,,1
6953,CHOY10329,CHOY,2010,3.0,Germany,2010-09-03,2010-09-28,,0
6954,CHOY10330,CHOY,2010,3.0,UK,2010-09-07,2010-09-22,,1
6955,CHOY10331,CHOY,2010,3.0,USA,2010-08-29,2010-09-13,,0
6956,CHOY10332,CHOY,2010,3.0,S Korea,2010-09-17,2010-09-30,,0
6957,CHOY10333,CHOY,2010,3.0,UK,2010-09-08,2010-09-27,,0
6958,CHOY10334,CHOY,2010,3.0,Belgium,2010-09-06,2010-09-15,,0
6959,CHOY10335,CHOY,2010,3.0,Canada,2010-09-11,2010-09-23,,1
6960,CHOY10336,CHOY,2010,3.0,Hungary,2010-09-06,2010-09-15,,0
6961,CHOY10337,CHOY,2010,3.0,Argentina,2010-09-12,2010-10-02,,0
6962,CHOY10338,CHOY,2010,3.0,Spain,2010-09-12,2010-09-30,,0
6963,CHOY10339,CHOY,2010,3.0,Argentina,2010-09-12,2010-09-30,,0
6964,DHA110301,DHA1,2010,3.0,Japan,2010-09-12,2010-09-28,,0
6965,DHA110302,DHA1,2010,3.0,Japan,2010-09-20,2010-09-28,,0
6966,DING10401,DING,2010,4.0,UK,2010-12-25,2011-01-17,1430,0
6967,EVER10301,EVER,2010,3.0,USA,2010-09-12,2010-10-15,1215,1
6968,EVER10302,EVER,2010,3.0,Italy,2010-09-12,2010-09-12,,1
6969,EVER10303,EVER,2010,3.0,Spain,2010-08-16,,,0
6970,GANC10301,GANC,2010,3.0,UK,2010-10-20,2010-10-26,,0
6971,GYAJ10301,GYAJ,2010,3.0,Switzerland,2010-10-25,2010-10-29,,0
6972,HIML10304,HIML,2010,3.0,Netherlands,2010-10-06,2010-10-18,,0
6973,HIML10301,HIML,2010,3.0,Austria,2010-10-10,2010-10-18,1645,0
6974,HIML10303,HIML,2010,3.0,Germany,2010-10-16,2010-10-29,1135,0
6975,HONG10301,HONG,2010,3.0,Germany,2010-10-26,2010-10-30,,0
6976,JANK10301,JANK,2010,3.0,Japan,2010-09-29,2010-10-12,,1
6977,KAGA10301,KAGA,2010,3.0,Germany,2010-10-12,2010-10-15,1210,0
6978,KYAS10301,KYAS,2010,3.0,UK,2010-10-22,2010-11-04,,0
6979,LANG10302,LANG,2010,3.0,Iran,2010-10-28,2010-11-04,1345,0
6980,LHOT10301,LHOT,2010,3.0,Czech Republic,2010-09-12,2010-10-09,,0
6981,LHOT10302,LHOT,2010,3.0,New Zealand,2010-10-05,2010-10-21,,0
6982,LHOT10303,LHOT,2010,3.0,Spain,2010-09-29,2010-10-09,,0
6983,MANA10312,MANA,2010,3.0,China,2010-09-17,2010-10-01,1200,1
